"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
18000,18000,0.1311,"60 months","debt_consolidation",0.17,"connecticut","RENT",7083.33,"750-754",8,2234,2,"6 years"
4000,4000,0.138,"60 months","major_purchase",0.1326,"florida","OWN",3500,"695-699",5,8518,1,"3 years"
15000,15000,0.0662,"36 months","debt_consolidation",0.0323,"new jersey","MORTGAGE",6250,"755-759",8,13131,0,"n/a"
6075,6075,0.1727,"36 months","debt_consolidation",0.2025,"new york","OWN",2666.67,"660-664",15,7515,2,"< 1 year"
13800,13800,0.1749,"60 months","medical",0.0168,"new york","RENT",4166.67,"710-714",3,2766,0,"8 years"
10000,10000,0.1864,"60 months","debt_consolidation",0.1219,"california","RENT",6800,"700-704",24,8311,1,"4 years"
8000,7725,0.1099,"36 months","credit_card",0.134,"florida","MORTGAGE",7000,"735-739",3,175087,1,"10+ years"
15000,15000,0.1727,"36 months","debt_consolidation",0.333,"wyoming","RENT",3000,"670-674",20,15092,0,"10+ years"
4800,4800,0.0662,"36 months","car",0.1042,"texas","MORTGAGE",7291.67,"815-819",14,0,0,"< 1 year"
24250,17431.82,0.1223,"60 months","credit_card",0.2379,"ohio","MORTGAGE",5833.33,"730-734",6,31061,2,"10+ years"
7000,6975,0.0691,"36 months","vacation",0.2123,"california","RENT",3000,"715-719",12,10784,1,"5 years"
10500,10500,0.1212,"36 months","major_purchase",0.0542,"new york","RENT",5000,"700-704",4,502,0,"2 years"
25000,24950,0.2149,"60 months","debt_consolidation",0.2379,"nevada","MORTGAGE",5666.67,"690-694",8,27699,1,"8 years"
21000,21000,0.1433,"60 months","debt_consolidation",0.0616,"ohio","MORTGAGE",8333.33,"715-719",10,22196,0,"10+ years"
14400,14400,0.1426,"36 months","debt_consolidation",0.2441,"pennsylvania","MORTGAGE",5833.33,"685-689",9,25515,5,"8 years"
9600,9600,0.1074,"36 months","debt_consolidation",0.0862,"massachusetts","RENT",3458.33,"720-724",4,8915,0,"10+ years"
12000,12000,0.0888,"60 months","credit_card",0.1938,"montana","MORTGAGE",4000,"795-799",7,143151,0,"4 years"
10000,10000,0.1186,"36 months","major_purchase",0.1115,"georgia","OWN",13333,"705-709",12,36672,2,"1 year"
4000,4000,0.1465,"36 months","moving",0.2238,"california","RENT",4000,"665-669",10,18833,2,"< 1 year"
20000,20000,0.2149,"36 months","debt_consolidation",0.191,"florida","RENT",6000,"665-669",7,21202,2,"10+ years"
31300,31300,0.2295,"60 months","debt_consolidation",0.3406,"maryland","OWN",5833.33,"665-669",11,25344,0,"5 years"
6900,6900,0.079,"36 months","home_improvement",0.1418,"michigan","OWN",2750,"710-714",14,4087,0,"6 years"
30000,17982.94,0.1788,"60 months","wedding",0.2436,"new york","RENT",5632.33,"690-694",10,24217,0,"5 years"
2000,2000,0.1242,"36 months","wedding",0.0199,"new york","RENT",2518.75,"675-679",5,985,0,"7 years"
12000,12000,0.079,"36 months","credit_card",0.1318,"new jersey","OWN",5833.33,"725-729",8,9866,0,"4 years"
3300,3300,0.1037,"36 months","small_business",0.0547,"alabama","RENT",3125,"690-694",8,2623,0,"7 years"
25000,25000,0.1433,"36 months","credit_card",0.1492,"california","MORTGAGE",10000,"695-699",16,46708,0,"10+ years"
6000,5950,0.1038,"36 months","debt_consolidation",0.0661,"georgia","RENT",2300,"720-724",5,4006,1,"2 years"
3250,3250,0.21,"36 months","small_business",0.3184,"oregon","RENT",2858.33,"690-694",5,17662,0,"6 years"
16500,16175,0.1223,"60 months","home_improvement",0.0641,"massachusetts","MORTGAGE",5833.33,"715-719",8,30455,2,"< 1 year"
31000,31000,0.21,"60 months","debt_consolidation",0.1148,"new york","RENT",5833.33,"705-709",12,27120,0,"< 1 year"
4000,4000,0.1433,"36 months","debt_consolidation",0.0295,"kansas","MORTGAGE",2916.67,"750-754",2,2476,0,"10+ years"
6000,6000,0.1749,"36 months","moving",0.0158,"maryland","RENT",4416.67,"665-669",3,2426,2,"8 years"
7500,7500,0.0662,"36 months","debt_consolidation",0.1313,"pennsylvania","MORTGAGE",9583.33,"710-714",20,22464,0,"4 years"
12000,11975,0.0849,"36 months","debt_consolidation",0.0836,"california","RENT",4500,"745-749",12,8422,0,"10+ years"
20000,20000,0.1849,"36 months","debt_consolidation",0.218,"california","RENT",6666.67,"685-689",20,22990,6,"10+ years"
24000,24000,0.2247,"60 months","debt_consolidation",0.3097,"virginia","MORTGAGE",10104.17,"675-679",14,37686,0,"10+ years"
7500,7500,0.1999,"36 months","debt_consolidation",0.1906,"california","RENT",3348,"660-664",8,5322,0,"10+ years"
5000,4900,0.0692,"36 months","home_improvement",0.1059,"texas","MORTGAGE",7083.33,"755-759",9,0,3,"1 year"
10000,10000,0.1074,"36 months","small_business",0.2274,"new york","MORTGAGE",5416.67,"710-714",4,20143,1,"10+ years"
12000,11341.5,0.0691,"36 months","debt_consolidation",0.1792,"washington","RENT",5200,"710-714",16,8182,0,"< 1 year"
7000,6775,0.0932,"36 months","debt_consolidation",0.0834,"california","RENT",5000,"745-749",6,3337,1,"< 1 year"
4000,4000,0.0749,"36 months","car",0.0052,"california","RENT",5416.67,"755-759",4,929,0,"1 year"
7800,7800,0.1311,"36 months","credit_card",0.1556,"florida","MORTGAGE",5000,"680-684",8,12889,0,"5 years"
15000,15000,0.1527,"36 months","debt_consolidation",0.1558,"west virginia","RENT",6666.67,"680-684",11,23226,1,"2 years"
14125,14125,0.1849,"36 months","debt_consolidation",0.081,"new york","RENT",3000,"670-674",6,8992,1,"10+ years"
8000,8000,0.0542,"36 months","credit_card",0.0447,"california","OWN",3936,"780-784",7,5235,0,"10+ years"
4325,4325,0.0749,"36 months","credit_card",0.0547,"florida","MORTGAGE",3691.67,"715-719",9,5074,0,"10+ years"
15000,15000,0.1349,"36 months","car",0.0973,"virginia","RENT",3000,"705-709",9,7005,1,"4 years"
12000,12000,0.1016,"36 months","debt_consolidation",0.2801,"new york","RENT",2916.67,"710-714",8,6913,0,"3 years"
6575,6575,0.089,"36 months","debt_consolidation",0.0439,"florida","MORTGAGE",7500,"710-714",5,6670,0,"8 years"
9000,9000,0.1016,"36 months","debt_consolidation",0.1376,"california","RENT",5166.67,"710-714",10,6490,0,"10+ years"
4500,4500,0.0888,"36 months","credit_card",0.0707,"oregon","MORTGAGE",5250,"710-714",10,9356,2,"9 years"
20000,19875,0.1025,"36 months","credit_card",0.1338,"florida","MORTGAGE",10000,"750-754",14,25668,1,"8 years"
1950,1950,0.1311,"36 months","other",0.1508,"california","RENT",2600,"680-684",6,4100,1,"3 years"
35000,35000,0.1629,"36 months","debt_consolidation",0.1717,"new york","MORTGAGE",39583.33,"705-709",14,55965,2,"10+ years"
8000,8000,0.1409,"36 months","credit_card",0.1622,"oklahoma","RENT",4166.67,"675-679",12,16838,0,"5 years"
15000,15000,0.1059,"36 months","medical",0.0755,"california","RENT",8750,"740-744",6,6056,1,"9 years"
5650,5650,0.0766,"36 months","debt_consolidation",0.1649,"georgia","MORTGAGE",5100,"700-704",6,9863,0,"1 year"
6800,6800,0.158,"36 months","debt_consolidation",0.1543,"north carolina","RENT",2708.33,"680-684",5,2964,0,"1 year"
3000,3000,0.1905,"36 months","other",0.2874,"california","MORTGAGE",7116.25,"660-664",7,7416,0,"10+ years"
5675,5675,0.1114,"36 months","debt_consolidation",0.294,"california","RENT",2333.33,"705-709",6,9687,1,"5 years"
12000,12000,0.1793,"60 months","debt_consolidation",0.0072,"kentucky","MORTGAGE",6500,"670-674",4,1549,1,"10+ years"
11100,11100,0.1531,"36 months","debt_consolidation",0.1203,"washington","MORTGAGE",2666.67,"680-684",12,8990,0,"10+ years"
16000,16000,0.1905,"60 months","debt_consolidation",0.1782,"new york","RENT",6666.67,"690-694",16,11232,2,"5 years"
4800,4800,0.1059,"36 months","debt_consolidation",0.2021,"illinois","RENT",2666.67,"710-714",5,3831,1,"6 years"
6200,6200,0.1531,"36 months","credit_card",0.2052,"california","RENT",1940,"665-669",5,16850,0,"n/a"
6000,6000,0.1016,"36 months","credit_card",0.1588,"california","OWN",5166.67,"710-714",13,8862,3,"7 years"
2250,2250,0.1036,"36 months","car",0.1797,"georgia","OWN",5833.33,"680-684",12,14637,0,"2 years"
24000,14860.05,0.1361,"60 months","debt_consolidation",0.1077,"ohio","MORTGAGE",7750,"715-719",11,2594,2,"5 years"
10000,10000,0.1212,"36 months","debt_consolidation",0.0584,"pennsylvania","RENT",4333.33,"695-699",6,4665,0,"1 year"
10000,10000,0.1409,"36 months","debt_consolidation",0.1715,"arizona","MORTGAGE",10416.67,"670-674",12,12492,4,"10+ years"
12000,12000,0.1311,"36 months","credit_card",0.061,"illinois","MORTGAGE",4833.33,"665-669",9,12025,0,"9 years"
12000,12000,0.1311,"36 months","debt_consolidation",0.1832,"north carolina","RENT",3916.67,"690-694",14,12134,0,"8 years"
20800,13796.59,0.1221,"36 months","credit_card",0.1694,"texas","MORTGAGE",5833.33,"750-754",11,14337,0,"10+ years"
8000,8000,0.1269,"36 months","debt_consolidation",0.171,"south carolina","MORTGAGE",7083,"695-699",11,9345,3,"4 years"
10000,10000,0.1016,"36 months","debt_consolidation",0.1198,"california","RENT",4166.67,"705-709",9,10979,0,"4 years"
6000,6000,0.1427,"36 months","debt_consolidation",0.0764,"illinois","MORTGAGE",5184.75,"675-679",8,14422,0,"2 years"
4500,4500,0.1212,"36 months","debt_consolidation",0.1432,"arizona","RENT",1250,"675-679",8,6265,0,"5 years"
3600,3600,0.0749,"36 months","medical",0.1572,"texas","RENT",2500,"740-744",8,650,0,"< 1 year"
11200,11200,0.158,"36 months","debt_consolidation",0.1215,"florida","RENT",2666.67,"675-679",9,5666,1,"10+ years"
4000,3925,0.1149,"36 months","other",0.1398,"virginia","MORTGAGE",4700,"695-699",7,19310,3,"n/a"
6000,6000,0.1349,"60 months","debt_consolidation",0.1434,"kentucky","RENT",3458,"690-694",6,2072,0,"10+ years"
17000,17000,0.1311,"36 months","debt_consolidation",0.1533,"colorado","MORTGAGE",10666.67,"720-724",18,26539,1,"10+ years"
8000,8000,0.1311,"36 months","debt_consolidation",0.0674,"utah","MORTGAGE",4583.33,"665-669",13,9085,1,"10+ years"
2800,2800,0.074,"36 months","educational",0.0796,"maryland","MORTGAGE",4158,"805-809",12,562,0,"8 years"
12375,12375,0.0603,"36 months","debt_consolidation",0.1924,"pennsylvania","MORTGAGE",6750,"790-794",11,8135,0,"1 year"
18825,18825,0.1727,"60 months","credit_card",0.3315,"michigan","MORTGAGE",3583.33,"690-694",12,13426,0,"8 years"
9600,9600,0.1114,"36 months","debt_consolidation",0.2362,"colorado","MORTGAGE",4389.92,"715-719",10,2195,1,"8 years"
14400,14400,0.1311,"36 months","credit_card",0.1075,"california","RENT",5000,"680-684",13,19772,0,"8 years"
6000,6000,0.1756,"60 months","vacation",0.1488,"new jersey","OWN",4416.67,"660-664",9,28349,3,"10+ years"
9000,9000,0.0603,"36 months","major_purchase",0.0929,"new york","MORTGAGE",14166.67,"770-774",13,40909,0,"4 years"
20000,19850,0.1186,"60 months","wedding",0.1594,"new jersey","RENT",4166.67,"735-739",11,3202,0,"3 years"
15000,15000,0.1306,"36 months","house",0.2269,"florida","MORTGAGE",3750,"685-689",12,21016,0,"10+ years"
20000,20000,0.1114,"60 months","debt_consolidation",0.2327,"washington","MORTGAGE",9166.67,"735-739",24,53494,2,"10+ years"
13750,13750,0.1969,"60 months","medical",0.2201,"florida","MORTGAGE",2916.67,"665-669",7,4690,2,"2 years"
6000,6000,0.1719,"60 months","home_improvement",0.178,"virginia","MORTGAGE",13625,"675-679",10,26688,4,"10+ years"
20000,20000,0.079,"36 months","debt_consolidation",0.1032,"arkansas","MORTGAGE",10400,"735-739",14,15626,0,"2 years"
12800,12800,0.1149,"60 months","home_improvement",0.2004,"north carolina","MORTGAGE",3333.33,"720-724",13,24723,0,"5 years"
6000,6000,0.0603,"36 months","debt_consolidation",0.0777,"new york","MORTGAGE",3666.67,"780-784",19,6275,1,"4 years"
12000,12000,0.0751,"36 months","debt_consolidation",0.133,"california","RENT",7166.67,"735-739",16,13715,1,"4 years"
12500,12500,0.1311,"36 months","credit_card",0.2776,"pennsylvania","RENT",3416.67,"690-694",12,14174,0,"6 years"
5000,5000,0.1758,"36 months","other",0.0533,"arizona","RENT",1800,"665-669",2,1749,0,"< 1 year"
4950,4950,0.1433,"36 months","debt_consolidation",0.0895,"florida","OWN",2916.67,"675-679",11,7931,2,"6 years"
30000,30000,0.1311,"60 months","other",0.1632,"california","RENT",20416.67,"755-759",6,0,0,"2 years"
10000,10000,0.1212,"36 months","debt_consolidation",0.1381,"illinois","MORTGAGE",6083.33,"670-674",13,19263,1,"8 years"
6000,6000,0.1465,"36 months","debt_consolidation",0.1189,"texas","MORTGAGE",14333.33,"670-674",11,31640,1,"10+ years"
24000,24000,0.079,"36 months","debt_consolidation",0.2087,"texas","MORTGAGE",10166.67,"750-754",15,29523,1,"2 years"
14000,14000,0.1,"60 months","debt_consolidation",0.104,"new jersey","MORTGAGE",11333.33,"745-749",6,27477,0,"4 years"
6000,6000,0.0749,"36 months","credit_card",0.1933,"illinois","RENT",2100,"715-719",8,2376,0,"2 years"
22400,22400,0.1311,"36 months","debt_consolidation",0.1608,"pennsylvania","RENT",7375,"690-694",8,9673,0,"10+ years"
8000,8000,0.079,"36 months","vacation",0,"new york","RENT",7300,"795-799",2,0,0,"10+ years"
24575,24550,0.2049,"36 months","credit_card",0.1928,"colorado","MORTGAGE",5166.67,"665-669",8,23157,0,"10+ years"
8000,8000,0.1483,"60 months","credit_card",0.0629,"new jersey","MORTGAGE",4833.33,"675-679",8,9676,4,"6 years"
10000,10000,0.1433,"36 months","debt_consolidation",0.1269,"florida","MORTGAGE",7916.67,"670-674",11,8271,3,"6 years"
29000,27884.92,0.1065,"60 months","debt_consolidation",0.039,"new hampshire","MORTGAGE",15000,"745-749",12,55964,0,"10+ years"
5400,5400,0.0603,"36 months","credit_card",0.0416,"south dakota","OWN",2333.33,"805-809",9,4224,0,"6 years"
12375,12375,0.0662,"36 months","debt_consolidation",0.31,"pennsylvania","MORTGAGE",3500,"735-739",16,14037,0,"2 years"
30000,30000,0.1629,"60 months","debt_consolidation",0.212,"georgia","MORTGAGE",6666.67,"720-724",14,32854,2,"10+ years"
5000,5000,0.0603,"36 months","major_purchase",0.0292,"new york","RENT",3033,"770-774",7,3663,0,"8 years"
6200,6200,0.1864,"60 months","credit_card",0.1061,"washington","MORTGAGE",4250,"670-674",9,5936,3,"9 years"
7000,7000,0.0749,"36 months","major_purchase",0.0726,"pennsylvania","OWN",6280,"750-754",14,353,0,"4 years"
29175,29175,0.21,"60 months","credit_card",0.0883,"massachusetts","RENT",12500,"695-699",9,15308,2,"4 years"
35000,33645.15,0.1749,"60 months","debt_consolidation",0.0601,"new york","MORTGAGE",16133.33,"725-729",11,32222,0,"2 years"
6000,6000,0.1689,"60 months","debt_consolidation",0.0904,"new york","RENT",2400,"680-684",7,7261,2,"2 years"
35000,35000,0.1242,"60 months","debt_consolidation",0.1279,"oklahoma","MORTGAGE",12083.33,"730-734",15,18385,0,"< 1 year"
16400,12136.46,0.1379,"36 months","small_business",0.1743,"virginia","MORTGAGE",6074.17,"680-684",14,23831,2,"1 year"
8450,8450,0.1349,"60 months","major_purchase",0.1273,"texas","MORTGAGE",1375,"775-779",2,0,1,"2 years"
18000,18000,0.1799,"36 months","debt_consolidation",0.2018,"washington","RENT",6916.67,"665-669",15,23786,0,"10+ years"
12375,12325,0.1349,"36 months","debt_consolidation",0.2495,"arizona","MORTGAGE",4416.67,"675-679",7,32725,0,"9 years"
10000,10000,0.0542,"36 months","home_improvement",0.0169,"california","MORTGAGE",8000,"795-799",6,8974,0,"3 years"
2000,2000,0.1409,"36 months","debt_consolidation",0.2846,"michigan","MORTGAGE",3513.33,"680-684",18,23635,3,"10+ years"
12000,12000,0.2198,"60 months","debt_consolidation",0.1294,"ohio","MORTGAGE",2866.5,"665-669",5,9626,1,"10+ years"
5000,5000,0.0762,"36 months","other",0.1632,"massachusetts","RENT",3750,"740-744",6,1703,3,"8 years"
12000,12000,0.0603,"36 months","major_purchase",0.0255,"missouri","MORTGAGE",3416.67,"785-789",6,3732,0,"10+ years"
6000,6000,0.1399,"36 months","home_improvement",0.1298,"wyoming","MORTGAGE",10000,"665-669",9,8230,0,"5 years"
13000,12975,0.0999,"60 months","home_improvement",0.0877,"ohio","MORTGAGE",10500,"800-804",8,6810,0,"10+ years"
4750,4700,0.1727,"36 months","other",0.1833,"florida","MORTGAGE",3583.33,"755-759",11,2964,2,"5 years"
10000,9925,0.1849,"36 months","small_business",0.1337,"oregon","MORTGAGE",11250,"665-669",13,16740,2,"10+ years"
1000,1000,0.1531,"36 months","moving",0.2465,"nevada","OWN",3176,"675-679",6,10982,2,"5 years"
9600,9600,0.1629,"36 months","debt_consolidation",0.265,"texas","RENT",5166.67,"670-674",14,5639,0,"3 years"
3625,3625,0.1409,"36 months","debt_consolidation",0.1132,"florida","MORTGAGE",3895,"665-669",9,12251,0,"10+ years"
10000,10000,0.1311,"36 months","debt_consolidation",0.0811,"colorado","OWN",3500,"685-689",11,11401,1,"10+ years"
19425,19400,0.1242,"60 months","debt_consolidation",0.1845,"california","MORTGAGE",3225.23,"745-749",10,6782,1,"2 years"
8400,8400,0.1367,"36 months","credit_card",0.17,"texas","RENT",4583.33,"695-699",14,20318,2,"5 years"
10000,10000,0.1399,"36 months","debt_consolidation",0.1814,"california","RENT",4166.67,"680-684",9,10545,1,"3 years"
6000,6000,0.1323,"36 months","debt_consolidation",0.2247,"florida","MORTGAGE",9367,"685-689",13,33815,0,"1 year"
10000,10000,0.1433,"36 months","debt_consolidation",0.2501,"nevada","RENT",4666.67,"670-674",9,19479,0,"10+ years"
6000,6000,0.1212,"36 months","debt_consolidation",0.1639,"new mexico","RENT",1312.08,"675-679",7,12475,0,"1 year"
16000,16000,0.1531,"60 months","major_purchase",0.1574,"new york","RENT",11250,"675-679",10,15550,0,"2 years"
22000,21925,0.1727,"36 months","credit_card",0.1802,"california","MORTGAGE",8666.67,"660-664",12,9317,2,"10+ years"
25000,24950,0.2127,"36 months","credit_card",0.0833,"california","MORTGAGE",12500,"670-674",3,26057,0,"10+ years"
13200,13200,0.1972,"36 months","credit_card",0.0907,"california","MORTGAGE",5083.33,"665-669",5,10771,0,"10+ years"
24000,14450,0.0999,"60 months","debt_consolidation",0.0808,"alabama","MORTGAGE",8083.33,"765-769",9,13559,0,"10+ years"
12250,2200,0.1505,"36 months","debt_consolidation",0.238,"georgia","MORTGAGE",7416.67,"660-664",13,19136,1,"8 years"
21000,21000,0.1114,"60 months","debt_consolidation",0.1618,"new york","MORTGAGE",7083.33,"705-709",8,22298,1,"9 years"
9000,9000,0.1433,"36 months","credit_card",0.1536,"colorado","MORTGAGE",7083.33,"685-689",19,11077,1,"2 years"
5000,5000,0.1114,"36 months","credit_card",0.183,"ohio","RENT",4665.83,"690-694",21,4677,0,"4 years"
35000,34975,0.089,"36 months","debt_consolidation",0.179,"louisiana","OWN",8750,"775-779",8,31600,3,"< 1 year"
20000,20000,0.2198,"60 months","credit_card",0.2548,"new york","OTHER",6416.67,"670-674",15,14115,0,"10+ years"
12000,11975,0.079,"36 months","debt_consolidation",0.1278,"virginia","RENT",10000,"705-709",9,23474,0,"< 1 year"
10000,10000,0.1349,"36 months","credit_card",0.2208,"new york","RENT",6000,"680-684",8,11088,0,"3 years"
10750,10725,0.1311,"36 months","debt_consolidation",0.1402,"michigan","MORTGAGE",4416.67,"685-689",6,11525,0,"10+ years"
4000,3975,0.1483,"36 months","moving",0.2209,"california","RENT",5600,"680-684",8,7900,1,"5 years"
10450,10450,0.1311,"36 months","debt_consolidation",0.2133,"texas","RENT",2658.83,"705-709",10,13371,1,"10+ years"
3000,2950,0.089,"36 months","home_improvement",0.168,"new york","MORTGAGE",4166.67,"725-729",4,8082,0,"3 years"
11000,11000,0.1212,"36 months","debt_consolidation",0.0583,"california","MORTGAGE",4583.33,"695-699",11,12361,0,"10+ years"
7500,7500,0.1311,"36 months","debt_consolidation",0.0804,"new jersey","RENT",2796.8,"690-694",4,4788,0,"7 years"
7350,7325,0.1112,"36 months","debt_consolidation",0.2015,"oregon","MORTGAGE",4000,"710-714",17,33178,0,"4 years"
10000,10000,0.1074,"36 months","debt_consolidation",0.1042,"new york","RENT",5000,"720-724",6,5510,2,"3 years"
8000,8000,0.1727,"36 months","other",0.122,"michigan","RENT",1750,"665-669",9,5828,0,"4 years"
33600,33600,0.2383,"60 months","debt_consolidation",0.1911,"utah","RENT",7666.67,"660-664",18,12337,0,"10+ years"
12000,12000,0.1527,"60 months","credit_card",0.1685,"virginia","RENT",4333.33,"700-704",15,17997,1,"< 1 year"
5000,5000,0.1749,"60 months","car",0.1671,"pennsylvania","RENT",2400,"670-674",6,2023,1,"3 years"
10000,10000,0.1114,"36 months","credit_card",0.1164,"virginia","MORTGAGE",12083.33,"715-719",14,38378,1,"2 years"
2075,2075,0.1016,"36 months","debt_consolidation",0.22,"south carolina","RENT",2250,"700-704",5,7195,0,"2 years"
16000,15825,0.1682,"36 months","credit_card",0.203,"texas","MORTGAGE",6250,"665-669",18,30772,5,"1 year"
6000,6000,0.1212,"36 months","credit_card",0.3082,"connecticut","MORTGAGE",4166.67,"695-699",8,13250,1,"n/a"
8600,8600,0.1399,"36 months","credit_card",0.0909,"california","RENT",4500,"680-684",6,11183,0,"5 years"
16800,16800,0.079,"60 months","debt_consolidation",0.0334,"florida","MORTGAGE",10666.67,"815-819",7,4757,0,"10+ years"
7200,7200,0.0751,"36 months","medical",0.0443,"new jersey","RENT",3000,"755-759",6,75,1,"6 years"
9000,9000,0.1311,"36 months","wedding",0.2488,"california","MORTGAGE",5000,"700-704",12,4621,3,"6 years"
10000,9767.84,0.1287,"36 months","debt_consolidation",0.2128,"georgia","MORTGAGE",8333.33,"715-719",24,9470,1,"< 1 year"
11350,11350,0.1409,"36 months","debt_consolidation",0.2741,"arizona","RENT",2783.33,"675-679",14,11031,0,"< 1 year"
6000,6000,0.1727,"60 months","home_improvement",0.112,"texas","MORTGAGE",8750,"685-689",5,10980,2,"6 years"
4000,4000,0.1212,"36 months","small_business",0.1844,"alabama","RENT",2250,"680-684",7,1955,0,"< 1 year"
6400,6400,0.1074,"36 months","debt_consolidation",0.1923,"district of columbia","RENT",3833.33,"690-694",13,10451,0,"< 1 year"
3000,3000,0.1825,"36 months","debt_consolidation",0.2318,"alabama","MORTGAGE",4820,"660-664",23,7949,3,"7 years"
1125,1125,0.0579,"36 months","credit_card",0.1768,"florida","OWN",3083.33,"750-754",8,3935,0,"6 years"
28000,27950,0.1311,"60 months","small_business",0,"colorado","RENT",4806,"795-799",6,0,1,"4 years"
6000,6000,0.089,"36 months","credit_card",0.2457,"california","RENT",6666.67,"685-689",22,6462,0,"2 years"
5000,5000,0.0603,"36 months","other",0.0611,"texas","MORTGAGE",5416.67,"795-799",13,4956,0,"8 years"
20000,19975,0.203,"60 months","debt_consolidation",0.2091,"alaska","OWN",4916.67,"665-669",16,32137,2,"10+ years"
9200,9200,0.0749,"36 months","credit_card",0.2152,"pennsylvania","RENT",2416.67,"730-734",10,21323,1,"10+ years"
35000,35000,0.1311,"60 months","other",0.1202,"california","MORTGAGE",20833.33,"740-744",13,40765,0,"5 years"
18000,18000,0.2049,"60 months","debt_consolidation",0.2925,"california","RENT",3750,"675-679",18,8165,0,"6 years"
8250,8250,0.0749,"36 months","credit_card",0.2419,"colorado","RENT",2100,"720-724",7,9469,0,"1 year"
1200,1200,0.0749,"36 months","other",0.1788,"alabama","OWN",1666.67,"710-714",10,9154,0,"10+ years"
10000,10000,0.0963,"36 months","credit_card",0.1796,"new york","RENT",7500,"705-709",8,52045,0,"10+ years"
35000,35000,0.1727,"60 months","debt_consolidation",0.153,"massachusetts","MORTGAGE",9000,"700-704",8,41226,1,"10+ years"
18000,18000,0.1531,"36 months","debt_consolidation",0.1556,"new mexico","MORTGAGE",6666.67,"690-694",10,21174,0,"10+ years"
20000,19975,0.1839,"60 months","debt_consolidation",0.1561,"maryland","MORTGAGE",7000,"705-709",6,20642,2,"10+ years"
5500,5500,0.1114,"36 months","credit_card",0.3216,"pennsylvania","OWN",1666.67,"690-694",7,8826,0,"3 years"
35000,35000,0.2247,"60 months","debt_consolidation",0.1895,"florida","OWN",9583.33,"660-664",9,14184,1,"n/a"
35000,35000,0.2198,"60 months","credit_card",0.1468,"new york","RENT",9166.67,"695-699",12,37424,0,"3 years"
20950,20875,0.2149,"60 months","debt_consolidation",0.2756,"new york","MORTGAGE",4500,"675-679",15,24210,1,"6 years"
1500,1500,0.0963,"36 months","other",0.1698,"arizona","MORTGAGE",7725,"695-699",14,30626,0,"6 years"
12000,12000,0.1999,"36 months","debt_consolidation",0.1516,"kentucky","RENT",4458.33,"660-664",8,13935,1,"4 years"
10000,9975,0.1433,"36 months","debt_consolidation",0.13,"california","MORTGAGE",3625,"690-694",10,8464,2,"< 1 year"
9750,9750,0.1849,"36 months","debt_consolidation",0.1159,"texas","OWN",2666.67,"660-664",7,8172,0,"3 years"
5600,5575,0.0749,"36 months","debt_consolidation",0.2474,"washington","RENT",2583,"740-744",6,2454,1,"2 years"
11200,11200,0.1311,"60 months","debt_consolidation",0.1173,"california","MORTGAGE",3333.33,"720-724",8,8747,0,"10+ years"
4000,3975,0.1343,"36 months","small_business",0.076,"pennsylvania","RENT",1750,"670-674",7,7178,3,"< 1 year"
7000,7000,0.089,"36 months","small_business",0.1579,"pennsylvania","MORTGAGE",4700,"700-704",12,7012,0,"1 year"
18000,18000,0.0603,"36 months","debt_consolidation",0.1075,"california","MORTGAGE",7916.67,"735-739",13,14007,2,"7 years"
5000,5000,0.1261,"36 months","debt_consolidation",0.134,"california","RENT",2000,"695-699",9,1753,0,"2 years"
10000,9975,0.0925,"36 months","small_business",0.056,"virginia","RENT",4000,"705-709",7,8528,0,"< 1 year"
9800,9800,0.1969,"60 months","debt_consolidation",0.1489,"rhode island","MORTGAGE",5340.25,"665-669",8,5350,1,"2 years"
20000,19975,0.1212,"36 months","credit_card",0.1982,"utah","MORTGAGE",6750,"685-689",14,21637,0,"5 years"
8875,8875,0.1114,"36 months","debt_consolidation",0.317,"texas","RENT",2160,"700-704",19,17422,0,"10+ years"
4400,4400,0.0599,"36 months","major_purchase",0.1793,"pennsylvania","OWN",4000,"765-769",6,9945,1,"5 years"
35000,23350,0.1171,"60 months","small_business",0.0807,"california","MORTGAGE",7500,"745-749",6,5660,0,"3 years"
3000,3000,0.1849,"36 months","credit_card",0.1607,"new jersey","OWN",2916.67,"660-664",9,6403,0,"< 1 year"
4800,4800,0.1242,"36 months","moving",0.0531,"new york","RENT",3500,"690-694",8,5093,0,"5 years"
5375,5375,0.1171,"36 months","debt_consolidation",0.2875,"kentucky","MORTGAGE",2166.67,"720-724",5,15475,1,"8 years"
14000,14000,0.1199,"60 months","debt_consolidation",0.1952,"texas","MORTGAGE",6333.33,"705-709",12,32213,0,"< 1 year"
19800,19775,0.1323,"36 months","credit_card",0.2009,"missouri","MORTGAGE",6666.67,"730-734",8,31220,0,"< 1 year"
13025,13025,0.1311,"36 months","credit_card",0.0775,"utah","MORTGAGE",4333.33,"675-679",6,13029,0,"10+ years"
18000,18000,0.1849,"36 months","debt_consolidation",0.2056,"california","RENT",9333.33,"675-679",12,37526,1,"6 years"
2500,2275.77,0.0768,"36 months","major_purchase",0.1759,"oregon","MORTGAGE",3666.67,"785-789",6,406,0,"10+ years"
